source_index,target_index,source_cell_type,target_cell_type,distance_um,edge_cost,distance_decay_attention
5360,5359,epithelial,epithelial,6.4893303,0.21725714206695557,0.84030116
2112,4352,epithelial,epithelial,12.845284,0.4341910481452942,0.70570654
2882,2881,epithelial,epithelial,6.4685698,0.21692878007888794,0.8404608
4049,4046,fibroblast,fibroblast,13.005741,0.4336014688014984,0.7068785
4486,372,epithelial,epithelial,9.999473,0.33564403653144836,0.76415783
83,4891,epithelial,epithelial,6.512229,0.21789394319057465,0.8398944
4861,4857,fibroblast,epithelial,11.717841,0.0781189426779747,1.0
3185,5811,epithelial,epithelial,6.4270906,0.21590641140937805,0.8410879
3726,3724,fibroblast,fibroblast,12.950909,0.4317736327648163,0.70791286
4770,4767,fibroblast,epithelial,12.201167,0.08134111762046814,1.0
3290,5516,epithelial,epithelial,6.4080424,0.21582108736038208,0.84105283
6756,1309,fibroblast,epithelial,16.361462,0.14306992292404175,0.96657777
3473,3474,fibroblast,fibroblast,12.925365,0.4310576021671295,0.70829934
6377,6370,fibroblast,fibroblast,12.847807,0.43096619844436646,0.7079979
20,3715,fibroblast,fibroblast,12.9159975,0.43061476945877075,0.7085688
4854,4850,fibroblast,fibroblast,12.910588,0.4304247796535492,0.7086779
2756,7013,fibroblast,epithelial,15.821626,0.12730835378170013,0.9784057
3934,3947,fibroblast,fibroblast,12.903148,0.43021082878112793,0.70879436
4890,4891,epithelial,epithelial,6.418061,0.21504850685596466,0.8417591
5546,2994,epithelial,epithelial,8.340401,0.28045615553855896,0.7986332
5809,3195,fibroblast,fibroblast,12.847102,0.42929190397262573,0.70918095
955,957,epithelial,epithelial,12.705278,0.42895829677581787,0.70874715
6707,6706,epithelial,epithelial,6.383831,0.21441131830215454,0.8421034
2179,2178,epithelial,epithelial,9.273634,0.3145337700843811,0.77669346
6891,6895,epithelial,epithelial,12.750946,0.428366094827652,0.70938295
5803,5802,fibroblast,fibroblast,12.840941,0.42826032638549805,0.70988375
1225,1227,epithelial,epithelial,12.694223,0.42824089527130127,0.70920354
4979,5201,fibroblast,epithelial,11.637289,0.07758192718029022,1.0
3615,5230,fibroblast,fibroblast,12.837608,0.42799946665763855,0.7100532
6837,6832,fibroblast,fibroblast,12.837444,0.427986741065979,0.71006143
6014,6017,immune,immune,12.8284445,0.4279283881187439,0.7100603
16,7125,fibroblast,fibroblast,12.82938,0.4277331531047821,0.71020335
3667,3668,fibroblast,fibroblast,12.821368,0.42772966623306274,0.7101679
3462,3463,fibroblast,fibroblast,12.824123,0.4275237023830414,0.7103272
6798,6840,fibroblast,fibroblast,12.809477,0.4271160364151001,0.7105475
6405,6416,fibroblast,epithelial,24.676966,0.42656248807907104,0.769473
7111,2330,epithelial,epithelial,6.346549,0.21304216980934143,0.8430476
136,131,epithelial,epithelial,6.320754,0.2127348780632019,0.8431617
5989,5999,immune,immune,12.695333,0.4247848093509674,0.7116641
5207,5203,epithelial,epithelial,8.179722,0.2731603980064392,0.80361986
3074,6767,epithelial,epithelial,12.48616,0.4242626130580902,0.7110436
6050,6489,fibroblast,epithelial,20.341545,0.2728477716445923,0.87176317
1369,1379,epithelial,epithelial,12.633178,0.4236897826194763,0.71214867
6940,6942,epithelial,epithelial,8.831832,0.29892513155937195,0.7865915
7033,2313,epithelial,epithelial,12.611833,0.4231092929840088,0.7124608
5649,5638,fibroblast,endothelial,12.666342,0.4228874444961548,0.71287787
2327,7082,fibroblast,epithelial,7.220369,0.04813579097390175,1.0
6819,6820,fibroblast,fibroblast,12.659622,0.42212730646133423,0.713388
3300,3303,epithelial,epithelial,9.408549,0.31522616744041443,0.7768543
992,5874,epithelial,epithelial,12.529412,0.42092040181159973,0.7136298
3488,3486,fibroblast,fibroblast,12.61645,0.4206070899963379,0.71426773
6862,6861,fibroblast,fibroblast,12.608027,0.4203343689441681,0.7144224
6144,6132,fibroblast,fibroblast,12.602324,0.4201568067073822,0.7145221
6882,6880,epithelial,epithelial,10.224911,0.3432762026786804,0.75948846
1610,1510,fibroblast,epithelial,16.275526,0.14624665677547455,0.96296024
6563,6603,epithelial,epithelial,12.428935,0.41813671588897705,0.71513987
2052,2045,epithelial,epithelial,12.383727,0.41810864210128784,0.7149444
2134,4596,epithelial,epithelial,6.137953,0.20902198553085327,0.84526736
818,817,epithelial,epithelial,12.424489,0.41804131865501404,0.7151869
1771,1776,epithelial,epithelial,12.417469,0.4170572757720947,0.7158575
2520,2519,epithelial,epithelial,12.470785,0.41658610105514526,0.7164495
5099,5098,fibroblast,epithelial,14.454074,0.09636048972606659,1.0
6983,6985,fibroblast,epithelial,9.134858,0.060899052768945694,1.0
2120,2123,epithelial,epithelial,12.337039,0.4159896671772003,0.716238
3734,3736,fibroblast,fibroblast,12.4748955,0.41592106223106384,0.71694577
1949,1946,epithelial,epithelial,12.2733345,0.41537022590637207,0.7163775
3292,3290,epithelial,epithelial,6.147526,0.2074943482875824,0.84661365
4727,539,endothelial,epithelial,12.354561,0.4148736596107483,0.71712154
6103,6110,epithelial,epithelial,12.365805,0.41464248299598694,0.7173411
5185,2930,fibroblast,epithelial,18.349924,0.20701315999031067,0.91880596
156,4671,epithelial,epithelial,6.165084,0.20691120624542236,0.84720665
731,730,epithelial,epithelial,10.152101,0.34193265438079834,0.76014054
2527,2537,epithelial,epithelial,8.176705,0.27376866340637207,0.80311507
4418,3646,fibroblast,epithelial,23.378344,0.37514933943748474,0.8030858
6335,6334,epithelial,epithelial,12.264468,0.4125851094722748,0.718333
144,149,epithelial,epithelial,7.0511928,0.2363383024930954,0.8275131
4078,4079,fibroblast,fibroblast,12.37019,0.41244369745254517,0.71894115
779,1542,epithelial,epithelial,12.263226,0.41229379177093506,0.7185364
3129,3125,epithelial,epithelial,12.262084,0.4122749865055084,0.7185444
1797,1799,epithelial,epithelial,7.9785285,0.26776063442230225,0.806888
4055,4051,fibroblast,fibroblast,12.314052,0.41052278876304626,0.720054
4836,4834,epithelial,epithelial,12.140938,0.41000935435295105,0.7195928
2817,5042,fibroblast,epithelial,16.11983,0.14019125699996948,0.96780396
530,529,epithelial,epithelial,7.6015143,0.25463637709617615,0.8154953
7159,7022,fibroblast,epithelial,20.854366,0.29915687441825867,0.8520349
302,322,epithelial,epithelial,12.164796,0.409030944108963,0.7204118
4345,4358,fibroblast,epithelial,12.963456,0.08642303943634033,1.0
6866,3126,fibroblast,epithelial,18.189827,0.2039003223180771,0.9206873
265,4645,epithelial,epithelial,12.011608,0.4073934257030487,0.7208559
5441,5446,fibroblast,epithelial,16.076092,0.1423596739768982,0.9654261
6831,6834,fibroblast,fibroblast,12.204029,0.4069571793079376,0.72209615
3539,3535,fibroblast,fibroblast,12.204018,0.40689003467559814,0.7221446
2007,2008,epithelial,epithelial,7.288035,0.2446296662092209,0.8219771
6983,2431,fibroblast,epithelial,9.070334,0.060468897223472595,1.0
3264,3260,epithelial,epithelial,11.975356,0.4061560034751892,0.72157407
5324,5321,fibroblast,endothelial,12.170484,0.4060025215148926,0.7226242
215,209,epithelial,epithelial,8.097019,0.2702603340148926,0.80550957
3585,3703,fibroblast,epithelial,24.321726,0.4057919979095459,0.7837641
2970,5541,fibroblast,epithelial,11.825759,0.07883839309215546,1.0
2147,4391,epithelial,epithelial,12.056404,0.4055246412754059,0.72242
544,536,epithelial,epithelial,11.966604,0.40530675649642944,0.72214496
6800,2378,fibroblast,fibroblast,12.148472,0.40500643849372864,0.7232382
6888,3138,epithelial,epithelial,8.541129,0.2870539724826813,0.7944437
865,852,fibroblast,epithelial,15.971297,0.13048449158668518,0.97627676
6553,763,epithelial,epithelial,12.007414,0.40422534942626953,0.723123
3964,3960,fibroblast,epithelial,24.274498,0.4041368365287781,0.7848153
5844,5843,fibroblast,fibroblast,12.11897,0.40410730242729187,0.7237464
6010,6009,fibroblast,fibroblast,12.1190195,0.4040890634059906,0.7237599
1237,1232,epithelial,epithelial,12.050354,0.40368688106536865,0.72371966
3695,3327,fibroblast,fibroblast,12.106929,0.4036308825016022,0.72403324
3487,3488,fibroblast,fibroblast,12.101895,0.4034779369831085,0.72411966
788,955,epithelial,epithelial,11.996962,0.40344762802124023,0.7236352
1644,1641,epithelial,epithelial,11.933729,0.40241292119026184,0.7240791
5866,5868,immune,epithelial,8.039646,0.26938438415527344,0.80590713
1192,1188,fibroblast,epithelial,17.850868,0.20074674487113953,0.92151064
5403,2489,epithelial,epithelial,11.872064,0.40146276354789734,0.7244695
1703,1701,epithelial,epithelial,11.943066,0.40128225088119507,0.72494334
4979,4976,fibroblast,epithelial,14.992543,0.10725510865449905,0.9927218
3624,4476,fibroblast,epithelial,21.207703,0.3032143712043762,0.85058606
1183,6511,epithelial,epithelial,10.051457,0.3371462821960449,0.76327527
5743,7146,fibroblast,epithelial,17.595997,0.18532507121562958,0.93424326
3476,3475,fibroblast,fibroblast,12.016714,0.40059471130371094,0.7257982
3569,5250,fibroblast,fibroblast,11.953356,0.399084210395813,0.72658837
284,283,epithelial,epithelial,9.788493,0.3287193179130554,0.7683863
5270,5272,fibroblast,endothelial,9.869206,0.3292916417121887,0.76835996
2570,2571,epithelial,epithelial,7.2371607,0.24315565824508667,0.8229104
7055,7057,fibroblast,fibroblast,11.9592905,0.39867863059043884,0.7269119
217,3500,fibroblast,fibroblast,11.953511,0.39857545495033264,0.7269589
1240,815,epithelial,epithelial,11.908997,0.39855849742889404,0.7267555
768,6553,epithelial,epithelial,11.843263,0.39845991134643555,0.7265087
4068,4069,fibroblast,fibroblast,11.948131,0.3983345627784729,0.7271079
3628,3665,fibroblast,fibroblast,11.933341,0.39805981516838074,0.727236
5852,5853,epithelial,epithelial,9.333736,0.31507545709609985,0.7765839
4592,4595,epithelial,epithelial,11.690676,0.39660465717315674,0.7271178
726,4676,epithelial,epithelial,9.420603,0.3185603618621826,0.7743306
6153,6169,epithelial,epithelial,11.770187,0.3962109684944153,0.72778976
6504,1233,fibroblast,epithelial,20.261965,0.2708490788936615,0.873044
4888,124,epithelial,epithelial,11.7026205,0.3944248557090759,0.7287625
6554,6553,epithelial,epithelial,11.664518,0.39419543743133545,0.72874457
1588,1587,epithelial,epithelial,11.70499,0.3933200538158417,0.7295796
3074,5576,epithelial,epithelial,5.8383403,0.1964961290359497,0.8542137
3883,3695,fibroblast,fibroblast,11.785305,0.3929075002670288,0.7302716
3938,3940,fibroblast,fibroblast,11.77837,0.3926963806152344,0.730392
3535,3534,fibroblast,fibroblast,11.745955,0.39163005352020264,0.7310133
882,925,epithelial,epithelial,11.613445,0.39162740111351013,0.7303697
1497,1586,epithelial,epithelial,11.6669655,0.39137500524520874,0.73081475
4221,4225,fibroblast,epithelial,7.7961373,0.05197424814105034,1.0
1574,1573,epithelial,epithelial,11.606614,0.3911762237548828,0.73066604
4064,4063,fibroblast,fibroblast,11.728456,0.39105379581451416,0.7313493
4586,4624,epithelial,epithelial,11.465065,0.38902315497398376,0.7315503
3650,3649,fibroblast,fibroblast,11.664884,0.3888949155807495,0.73261935
5871,3180,fibroblast,epithelial,14.015836,0.09343890845775604,1.0
330,377,fibroblast,epithelial,12.92423,0.0861615315079689,1.0
4004,3499,fibroblast,fibroblast,11.6609535,0.3887791633605957,0.73268497
684,683,epithelial,epithelial,11.533133,0.38875120878219604,0.73208135
2019,4138,epithelial,epithelial,11.573638,0.3885270655155182,0.7324432
7054,2363,fibroblast,fibroblast,11.642707,0.38816744089126587,0.7330441
1657,1643,epithelial,epithelial,11.53076,0.3877517282962799,0.7328018
2667,2668,fibroblast,epithelial,15.667514,0.1253814995288849,0.97928613
1709,1713,epithelial,epithelial,11.536037,0.38714441657066345,0.7332728
3726,3723,fibroblast,fibroblast,11.602373,0.38680902123451233,0.7338432
1287,1288,epithelial,epithelial,11.483425,0.3866344392299652,0.73338956
1654,1656,epithelial,epithelial,5.7385454,0.1932777464389801,0.8563974
2327,7078,fibroblast,epithelial,5.998431,0.039989542216062546,1.0
3893,3894,fibroblast,fibroblast,11.549462,0.3859555125236511,0.7342108
6148,6186,fibroblast,fibroblast,11.561496,0.38545501232147217,0.7346373
3782,3783,immune,immune,11.554017,0.3851924240589142,0.7347936
6180,6183,epithelial,epithelial,11.501734,0.38515591621398926,0.73456436
3660,3485,fibroblast,fibroblast,11.547637,0.3849717676639557,0.7349245
1464,1670,epithelial,epithelial,11.429359,0.38490724563598633,0.7343926
5841,5840,fibroblast,fibroblast,11.532646,0.3845996856689453,0.7351245
4005,4007,fibroblast,fibroblast,11.533949,0.38454481959342957,0.73517126
4902,2799,fibroblast,epithelial,17.979582,0.20043891668319702,0.92258567
2524,2521,fibroblast,epithelial,9.763878,0.06509251892566681,1.0
6013,6040,endothelial,fibroblast,11.516202,0.3840162456035614,0.7354729
3954,3955,fibroblast,fibroblast,11.517492,0.3840128183364868,0.7354818
6132,6134,fibroblast,fibroblast,11.476149,0.38260412216186523,0.7363156
1666,1663,epithelial,epithelial,11.368742,0.38258492946624756,0.7358027
6088,6277,epithelial,epithelial,11.393605,0.38233187794685364,0.73611087
3368,3366,fibroblast,fibroblast,11.452429,0.3817891776561737,0.73679936
4221,4223,fibroblast,epithelial,7.0463104,0.046975404024124146,1.0
7055,2367,fibroblast,epithelial,21.65534,0.3175273537635803,0.8410044
4049,4050,fibroblast,fibroblast,11.426702,0.38094785809516907,0.73729306
2067,4204,fibroblast,epithelial,14.359554,0.09573036432266235,1.0
1665,1663,epithelial,epithelial,11.298933,0.38031119108200073,0.73713446
6820,6816,fibroblast,fibroblast,11.4057045,0.38029250502586365,0.7376731
568,571,epithelial,epithelial,7.5815706,0.25483396649360657,0.8152258
6517,1264,fibroblast,epithelial,15.343253,0.1156466081738472,0.9867306
5986,5988,epithelial,epithelial,5.6490583,0.18957246840000153,0.8590638
5787,5741,fibroblast,epithelial,12.171043,0.08114028722047806,1.0
1857,1859,epithelial,epithelial,9.430919,0.3159640431404114,0.77639705
6485,6491,fibroblast,fibroblast,11.354701,0.3785267472267151,0.7387256
1072,6456,fibroblast,epithelial,20.561005,0.2920992076396942,0.85639304
1108,6470,epithelial,epithelial,11.275436,0.3775496482849121,0.7390571
209,210,epithelial,epithelial,6.441801,0.21536965668201447,0.841622
535,529,epithelial,epithelial,7.84611,0.2631339728832245,0.8099145
907,911,epithelial,epithelial,11.209271,0.37671059370040894,0.73935133
6806,6804,fibroblast,fibroblast,11.299687,0.3767070174217224,0.73979974
3668,3665,fibroblast,fibroblast,11.292041,0.3766198754310608,0.7398265
5598,3035,epithelial,epithelial,11.158788,0.37646251916885376,0.7392859
992,991,epithelial,epithelial,11.209594,0.37642428278923035,0.7395646
1739,6154,epithelial,epithelial,11.164778,0.37577444314956665,0.7398243
5003,2642,fibroblast,epithelial,10.26959,0.06846393644809723,1.0
250,254,epithelial,epithelial,11.15472,0.37496861815452576,0.74037105
178,3350,immune,immune,11.237751,0.3746153712272644,0.7410427
916,917,epithelial,epithelial,5.565851,0.18712282180786133,0.8606932
2118,2109,fibroblast,epithelial,10.209564,0.06806375831365585,1.0
3477,3466,fibroblast,fibroblast,11.220284,0.37406060099601746,0.7413676
1788,1792,epithelial,epithelial,11.113831,0.3738996386528015,0.7409609
317,318,fibroblast,epithelial,11.641705,0.07761136442422867,1.0
2019,2020,epithelial,epithelial,11.123788,0.3735770285129547,0.74124914
9,141,epithelial,epithelial,11.122486,0.37316468358039856,0.7415485
2378,6812,fibroblast,fibroblast,11.188643,0.37303268909454346,0.7419735
6119,1853,fibroblast,epithelial,11.329715,0.07553143054246902,1.0
3624,4474,fibroblast,epithelial,23.207968,0.3716273605823517,0.80500436
6143,6145,fibroblast,fibroblast,11.137881,0.3713602125644684,0.742964
6800,2379,fibroblast,fibroblast,11.122893,0.37079301476478577,0.7433113
4115,2827,epithelial,epithelial,10.995855,0.3706275522708893,0.7428049
6743,1292,fibroblast,epithelial,23.241758,0.3704685568809509,0.8061193
3681,3456,fibroblast,fibroblast,11.074408,0.36926600337028503,0.74420655
4770,2142,fibroblast,epithelial,11.057037,0.07371358573436737,1.0
617,564,epithelial,epithelial,10.96866,0.3691371977329254,0.74377793
6955,2375,fibroblast,epithelial,12.944674,0.08629782497882843,1.0
1043,6524,epithelial,epithelial,10.958353,0.3690716624259949,0.74377555
3665,3474,fibroblast,fibroblast,11.063829,0.36897680163383484,0.7443693
4443,377,fibroblast,epithelial,14.660557,0.09773704409599304,1.0
4854,4851,fibroblast,fibroblast,11.053316,0.3685765266418457,0.74461514
6174,1709,epithelial,epithelial,10.94512,0.36786946654319763,0.7446045
6173,1713,epithelial,epithelial,10.967126,0.36770397424697876,0.74483705
6824,7047,fibroblast,fibroblast,11.027577,0.3676237463951111,0.74519706
2047,4386,epithelial,epithelial,10.969094,0.36741867661476135,0.7450594
2427,2432,epithelial,epithelial,10.952617,0.3672255575656891,0.7451214
2386,2388,epithelial,epithelial,10.967536,0.3671645224094391,0.745241
5176,5151,fibroblast,epithelial,19.20894,0.2393035888671875,0.89472044
5548,5541,fibroblast,epithelial,14.458456,0.09638970345258713,1.0
6044,815,immune,epithelial,7.4106617,0.2477533221244812,0.8200837
713,718,epithelial,epithelial,9.693571,0.32565009593963623,0.7702607
2048,2049,epithelial,epithelial,10.858337,0.36382198333740234,0.747192
4884,4882,fibroblast,epithelial,9.891041,0.06594026833772659,1.0
6511,1173,epithelial,epithelial,10.823164,0.36284032464027405,0.7477505
6025,6041,endothelial,epithelial,10.8594675,0.362155556678772,0.74844384
7082,7074,epithelial,epithelial,5.3611016,0.18099303543567657,0.864804
1959,4561,epithelial,epithelial,10.741732,0.3619171380996704,0.74803495
6890,6905,epithelial,epithelial,8.8312435,0.298839271068573,0.7866559
3480,3695,fibroblast,fibroblast,10.827677,0.36096978187561035,0.74917305
4105,4327,fibroblast,endothelial,7.7770457,0.2596699595451355,0.8123508
3201,3186,epithelial,epithelial,8.025988,0.2687109112739563,0.80637664
3274,5462,epithelial,epithelial,10.665308,0.3596668839454651,0.74933827
6016,6017,immune,immune,10.773673,0.35923781991004944,0.7502016
291,290,epithelial,epithelial,10.67992,0.35903921723365784,0.74988174
4537,4536,epithelial,epithelial,5.295722,0.179422989487648,0.8657854
3674,3943,fibroblast,fibroblast,10.747893,0.35834309458732605,0.75074404
3936,3683,fibroblast,fibroblast,10.741662,0.35814327001571655,0.7508629
3458,3457,fibroblast,fibroblast,10.737942,0.35809141397476196,0.7508832
4798,4173,epithelial,epithelial,10.665796,0.3580813407897949,0.7505297
6493,6489,fibroblast,epithelial,10.3098135,0.06873209029436111,1.0
2725,2726,epithelial,epithelial,10.596916,0.35647788643836975,0.751389
7033,2322,epithelial,epithelial,10.615224,0.3558964729309082,0.7519178
3711,3708,fibroblast,fibroblast,10.673982,0.35584062337875366,0.75225437
3477,3476,fibroblast,fibroblast,10.662935,0.35546815395355225,0.7524792
4007,217,fibroblast,fibroblast,10.637347,0.35466891527175903,0.7529524
2517,2518,epithelial,epithelial,10.576684,0.35448747873306274,0.75278455
3801,206,epithelial,epithelial,8.435902,0.2821054458618164,0.7978249
2,143,epithelial,epithelial,10.512302,0.3530188202857971,0.7535674
606,577,epithelial,epithelial,10.357012,0.35298946499824524,0.75280976
7103,2331,fibroblast,epithelial,15.336772,0.11333590000867844,0.9889705
597,586,epithelial,epithelial,10.399635,0.3525391221046448,0.7533629
150,149,fibroblast,epithelial,14.482564,0.09655042737722397,1.0
1982,1981,fibroblast,epithelial,10.2613125,0.06840874999761581,1.0
5003,3260,fibroblast,epithelial,17.084658,0.17570191621780396,0.94006693
4007,4006,fibroblast,fibroblast,10.537892,0.35137248039245605,0.7549378
2014,4616,epithelial,epithelial,10.291436,0.3511374592781067,0.7538756
5253,5254,fibroblast,fibroblast,10.526961,0.35101109743118286,0.7551557
3329,3330,fibroblast,fibroblast,10.51328,0.35051804780960083,0.7554592
2313,2314,epithelial,epithelial,10.449118,0.3502044081687927,0.755373
3502,3504,fibroblast,fibroblast,10.504066,0.35018792748451233,0.7556622
2060,2827,epithelial,epithelial,10.40766,0.34999966621398926,0.7553189
6495,6494,immune,immune,10.497313,0.3499452471733093,0.7558116
6701,1405,epithelial,epithelial,10.407532,0.3497922420501709,0.7554749
5534,5533,fibroblast,epithelial,16.028793,0.13316406309604645,0.9740375
1791,5929,fibroblast,epithelial,13.412313,0.08941542357206345,1.0
6144,6143,fibroblast,fibroblast,10.473225,0.3491760492324829,0.7562717
3260,3261,epithelial,epithelial,10.336173,0.3487744927406311,0.7558845
3332,3334,fibroblast,fibroblast,10.461057,0.34873640537261963,0.7565429
3579,3577,fibroblast,fibroblast,10.421995,0.3474790155887604,0.7572976
3323,3332,fibroblast,fibroblast,10.423117,0.3474690616130829,0.75731075
4326,4327,fibroblast,endothelial,10.396036,0.34702372550964355,0.7575113
3325,3330,fibroblast,fibroblast,10.405102,0.3469381332397461,0.75762194
6830,6831,fibroblast,fibroblast,10.402658,0.3468368351459503,0.7576863
3846,3847,fibroblast,fibroblast,10.379052,0.346076637506485,0.75814325
6704,1436,epithelial,epithelial,10.281021,0.3459621071815491,0.7577347
3125,3132,epithelial,epithelial,8.05596,0.2706127464771271,0.8050054
4166,2880,fibroblast,epithelial,11.881426,0.07920950651168823,1.0
2621,5470,epithelial,epithelial,10.291972,0.3457620441913605,0.75794166
3631,3629,fibroblast,fibroblast,10.3494625,0.3451628088951111,0.75868666
218,184,fibroblast,epithelial,12.836865,0.08557910472154617,1.0
139,4969,epithelial,epithelial,3.368353,0.11403317749500275,0.9124906
176,3330,fibroblast,fibroblast,10.330759,0.3444117307662964,0.75916207
5329,5327,fibroblast,fibroblast,10.324171,0.3443976938724518,0.75913936
3916,3915,fibroblast,fibroblast,10.329767,0.3443695306777954,0.75918907
5638,5630,endothelial,fibroblast,10.31839,0.344338595867157,0.759155
3516,3515,fibroblast,fibroblast,10.312417,0.3437967002391815,0.75953627
2538,2521,fibroblast,epithelial,14.830133,0.09886755794286728,1.0
6107,6177,fibroblast,fibroblast,10.308751,0.34367674589157104,0.7596088
5011,5512,fibroblast,fibroblast,10.2845,0.3434256911277771,0.7596767
1239,1241,fibroblast,epithelial,11.112105,0.0740807056427002,1.0
6039,6037,fibroblast,fibroblast,10.273665,0.34248557686805725,0.7603363
1404,1397,epithelial,epithelial,10.160626,0.342343270778656,0.75987166
6084,6083,fibroblast,immune,6.8433137,0.0456220917403698,1.0
2434,2438,fibroblast,epithelial,12.369594,0.08246395736932755,1.0
6084,6082,fibroblast,epithelial,17.284119,0.17093515396118164,0.94581556
3287,5521,epithelial,epithelial,10.163561,0.3415546119213104,0.760486
720,721,epithelial,epithelial,10.131772,0.34056609869003296,0.76107687
6439,7151,fibroblast,epithelial,20.02621,0.2649834156036377,0.8768009
3559,3560,fibroblast,fibroblast,5.1553984,0.17222850024700165,0.87122136
143,144,epithelial,epithelial,10.1328125,0.3397589921951294,0.76169664
6819,6817,fibroblast,fibroblast,10.185622,0.33958151936531067,0.7621001
1943,1945,fibroblast,epithelial,11.530339,0.0768689289689064,1.0
2518,2519,epithelial,epithelial,10.142197,0.339421808719635,0.76200116
5287,5288,fibroblast,epithelial,18.499584,0.2272474616765976,0.9013002
5256,3642,fibroblast,immune,19.701698,0.13134466111660004,1.0
3848,3904,fibroblast,fibroblast,10.14794,0.3383129835128784,0.7628758
6715,1580,epithelial,epithelial,5.030147,0.16909350454807281,0.8732275
6128,1853,fibroblast,epithelial,17.195675,0.16908542811870575,0.94700813
2067,2066,fibroblast,epithelial,11.172074,0.07448049634695053,1.0
265,295,epithelial,epithelial,10.001237,0.3367254436016083,0.7633409
3455,3991,fibroblast,fibroblast,10.098219,0.33670735359191895,0.7638484
3560,4841,fibroblast,epithelial,10.682857,0.07121904194355011,1.0
3483,3487,fibroblast,fibroblast,10.089813,0.3363892734050751,0.76404864
2748,2730,fibroblast,epithelial,15.031035,0.10221903026103973,0.9979899
2078,4335,fibroblast,epithelial,11.812772,0.0787518098950386,1.0
3667,3666,fibroblast,fibroblast,10.0688305,0.3358204960823059,0.7643764
4079,4076,fibroblast,fibroblast,10.071808,0.3357725441455841,0.7644282
6822,6823,fibroblast,fibroblast,10.072019,0.3357688784599304,0.7644321
5796,2963,epithelial,epithelial,9.991124,0.3353816270828247,0.76431584
1235,1232,epithelial,epithelial,10.010009,0.33516496419906616,0.76457775
4921,115,immune,immune,10.035808,0.33504238724708557,0.764803
5753,5755,epithelial,epithelial,7.353674,0.24735327064990997,0.8201002
4852,3555,fibroblast,fibroblast,10.035798,0.33473795652389526,0.7650358
5031,3287,epithelial,epithelial,9.906434,0.33452537655830383,0.7645388
4046,4047,fibroblast,fibroblast,10.025842,0.33424532413482666,0.76536196
2123,4795,epithelial,epithelial,9.87355,0.33411484956741333,0.7646851
5379,5360,epithelial,epithelial,8.721902,0.29236942529678345,0.791185
3831,3847,fibroblast,fibroblast,7.1528697,0.23849476873874664,0.8262904
641,639,epithelial,epithelial,9.914517,0.3334267735481262,0.76542044
6032,6034,fibroblast,immune,28.414295,0.25504302978515625,0.9364919
1405,1406,epithelial,epithelial,9.876974,0.33205023407936096,0.766283
3881,3882,fibroblast,fibroblast,9.945201,0.3315730392932892,0.7669975
3526,3525,immune,immune,9.943892,0.3315427899360657,0.767014
5841,5844,fibroblast,fibroblast,9.931884,0.3311854302883148,0.76722676
5982,5983,fibroblast,epithelial,8.605067,0.05736711621284485,1.0
4727,4726,endothelial,fibroblast,8.142817,0.2757081091403961,0.8013779
1436,6701,epithelial,epithelial,9.849319,0.33112359046936035,0.766852
1892,6277,epithelial,epithelial,9.860712,0.3311091959476471,0.7669213
3682,3680,fibroblast,fibroblast,9.9217205,0.3307850956916809,0.767482
947,6664,fibroblast,epithelial,19.994217,0.2701573371887207,0.8720901
5280,5282,epithelial,epithelial,9.860921,0.33026087284088135,0.76757324
704,1985,epithelial,epithelial,9.83902,0.3302149772644043,0.7674964
3540,4053,fibroblast,fibroblast,9.903536,0.3301774859428406,0.76785535
5099,5097,fibroblast,epithelial,9.056134,0.06037422642111778,1.0
6129,6127,fibroblast,fibroblast,9.894322,0.32990437746047974,0.76801795
3503,3502,fibroblast,fibroblast,9.889216,0.3296886086463928,0.7681575
101,102,fibroblast,epithelial,10.132257,0.06754838675260544,1.0
3881,3880,fibroblast,fibroblast,9.8596525,0.3287145793437958,0.76875454
3708,16,fibroblast,fibroblast,9.860075,0.3287123441696167,0.7687584
7072,7074,epithelial,epithelial,9.722382,0.3284437358379364,0.7682594
2011,4557,fibroblast,epithelial,10.4679165,0.06978610903024673,1.0
2370,2368,epithelial,epithelial,5.968335,0.19985978305339813,0.8520834
4541,4542,epithelial,epithelial,9.740422,0.32737958431243896,0.76916987
4072,4047,fibroblast,fibroblast,9.805471,0.32690539956092834,0.7698685
5787,5825,fibroblast,epithelial,14.323371,0.09548913687467575,1.0
1881,1882,fibroblast,epithelial,11.4272175,0.07618144899606705,1.0
4664,4665,fibroblast,epithelial,11.756321,0.07837547361850739,1.0
362,341,epithelial,epithelial,5.6394205,0.1915997415781021,0.8572689
5294,5295,immune,immune,6.008054,0.20061330497264862,0.85166705
4386,4140,epithelial,epithelial,9.698402,0.32539865374565125,0.7704792
1543,1544,epithelial,epithelial,9.679362,0.3251001238822937,0.7706114
2048,2047,epithelial,epithelial,9.696603,0.32508355379104614,0.77071273
2052,2054,epithelial,epithelial,9.648752,0.3247837424278259,0.77069795
1396,1395,epithelial,epithelial,9.669421,0.3242157995700836,0.7712421
6101,6100,fibroblast,immune,16.973532,0.11315687745809555,1.0
6488,6485,fibroblast,fibroblast,9.720331,0.3240753412246704,0.7716122
2011,2007,fibroblast,epithelial,10.149927,0.0676661804318428,1.0
3946,3933,fibroblast,endothelial,9.7011175,0.32347625494003296,0.77197576
3807,210,fibroblast,epithelial,16.896435,0.16164405643939972,0.95218
