cell_index,cell_id,cell_type,x_centroid,y_centroid,node_prize
6579,nelanipi-1,epithelial,1067.8323974609375,256.3031921386719,0.46897655725479126
6598,nfgimcfn-1,epithelial,997.0612182617188,233.41140747070312,0.458901047706604
6600,nfjjeagk-1,epithelial,1020.7758178710938,211.6650390625,0.0
6601,nfjphfoo-1,epithelial,1031.9178466796875,206.6459503173828,0.35305267572402954
6603,nflajljf-1,epithelial,1033.4814453125,232.2855987548828,0.34760522842407227
6612,ngahdkbp-1,epithelial,970.5919189453124,125.79813385009766,0.0
6614,ngamhejj-1,fibroblast,974.0418090820312,112.4729461669922,0.0
6629,ngihjoem-1,epithelial,1102.4793701171875,115.829833984375,0.0
6634,nglckmem-1,fibroblast,1070.3714599609375,152.5148162841797,0.0
6643,nhabaodm-1,epithelial,1104.2021484375,125.3763427734375,0.37841761112213135
6646,nhbaigfh-1,epithelial,1224.4405517578125,201.78858947753903,0.39181554317474365
6648,nhcbmibb-1,epithelial,1219.7042236328125,213.03929138183597,0.3251210153102875
6651,nheffoha-1,fibroblast,1138.432373046875,208.2312774658203,0.0
6655,nhfkfpdk-1,epithelial,1173.8006591796875,201.32025146484372,0.0
6658,nhglebab-1,fibroblast,1179.3424072265625,206.480712890625,0.0
6663,nhjfpanc-1,endothelial,1076.2362060546875,297.4742736816406,1.6757614612579346
6664,nhkdhkij-1,epithelial,1090.6424560546875,257.1865234375,0.4834023714065552
6665,nhkjejpm-1,epithelial,1087.9210205078125,249.05992126464844,0.0
6666,nhkmekgg-1,epithelial,1087.674072265625,240.0829620361328,0.0
6683,nieceeoc-1,fibroblast,1188.317138671875,193.9560546875,2.134594440460205
6684,niepicgj-1,fibroblast,1176.287841796875,186.8856506347656,1.797149896621704
6688,nifngego-1,epithelial,1154.1207275390625,183.2735595703125,0.0
6689,nigeplke-1,epithelial,1140.2261962890625,171.2617950439453,0.5210303068161011
6693,nikeioib-1,fibroblast,1159.943115234375,197.27001953125,0.7549808621406555
6695,nikomnmf-1,epithelial,1134.80810546875,214.4841766357422,0.5048350691795349
6696,nilbmjoe-1,epithelial,1144.95068359375,204.9855194091797,0.0
6698,nilgeaip-1,epithelial,1131.717041015625,221.60829162597656,0.6237460374832153
6701,nimiaibm-1,epithelial,1135.2451171875,129.26051330566406,0.36189621686935425
6702,nimkallc-1,fibroblast,1155.709228515625,172.98512268066406,0.0
6704,ninejcom-1,epithelial,1137.6810302734375,146.0094451904297,0.2950236201286316
6706,nioeahie-1,epithelial,1155.7974853515625,135.80528259277344,0.44319069385528564
6707,niojcjab-1,epithelial,1152.37841796875,130.41424560546875,0.0
6714,njekcadg-1,epithelial,1117.736572265625,49.9288330078125,0.0
6715,njfeplej-1,epithelial,1099.778076171875,39.44673538208008,0.5133049488067627
6723,njjcocpn-1,epithelial,1211.867919921875,122.42975616455078,0.26908066868782043
6730,njonhafe-1,epithelial,1204.2216796875,93.39280700683594,0.0
6731,njpadcfb-1,epithelial,1200.82666015625,101.92244720458984,0.4851425290107727
6742,nkcnogha-1,fibroblast,1137.355224609375,8.732088088989258,2.358795404434204
6743,nkebmobe-1,fibroblast,1149.21630859375,6.916560649871826,2.7850120067596436
6749,nkhmdmbf-1,immune,1128.9083251953125,102.71186065673828,1.9258478879928589
6752,nklfgjjn-1,fibroblast,1163.308837890625,11.01833438873291,0.47779127955436707
6755,nkmlglkl-1,fibroblast,1213.5072021484375,61.54167556762695,2.5161056518554688
6756,nknglndm-1,fibroblast,1199.4560546875,75.97520446777344,0.0
6758,nkoknaeb-1,fibroblast,1205.580810546875,35.69020080566406,2.7990317344665527
6759,nkpcndjh-1,fibroblast,1219.3431396484375,40.40425109863281,2.759042739868164
6760,nkphiofl-1,fibroblast,1196.2164306640625,20.70273208618164,2.212533950805664
6763,nlaomnpc-1,fibroblast,1192.889892578125,25.70838928222656,1.9405467510223389
6766,nlbgibdp-1,epithelial,864.5574951171875,339.0228881835937,0.0
6767,nldbeegl-1,epithelial,857.7796020507812,339.8040771484375,1.8487765789031982
6781,nlkjbkpd-1,epithelial,820.9411010742188,361.6842956542969,0.0
6782,nlldhdgp-1,epithelial,814.9322509765625,356.9010009765625,0.0
6783,nllhpfmm-1,epithelial,820.4678344726562,349.7950134277344,0.3988819420337677
6785,nlmnlhhj-1,epithelial,830.5838623046875,347.4306945800781,0.43434178829193115
6787,nlnflnlf-1,fibroblast,784.9701538085938,599.8330688476562,2.367048740386963
6788,nloedagd-1,fibroblast,794.3165893554688,642.3863525390625,2.8263811469078064
6789,nloehnde-1,fibroblast,789.1902465820312,626.1693115234375,3.374738335609436
6790,nlojbomi-1,fibroblast,795.3694458007812,652.9739990234375,2.5303163528442383
6791,nlondmnk-1,fibroblast,784.6822509765625,679.8135375976562,3.003476142883301
6792,nlpadken-1,fibroblast,796.38623046875,680.3772583007812,2.0456478595733643
6793,nmahclkn-1,immune,786.6598510742188,649.7197265625,1.059578776359558
6794,nmbilpjk-1,fibroblast,803.1307373046875,622.0592041015625,2.456047296524048
6795,nmbniigc-1,fibroblast,802.7145385742188,663.7867431640625,2.149040699005127
6796,nmcbpcgl-1,fibroblast,814.6538696289062,648.4092407226562,4.24901556968689
6797,nmcdadle-1,immune,803.9690551757812,638.958984375,2.207821846008301
6798,nmcgmlhd-1,fibroblast,823.1187744140625,613.1936645507812,5.0867815017700195
6799,nmclklch-1,fibroblast,827.3651123046875,666.9571533203125,3.3452866077423096
6800,nmclndmi-1,fibroblast,815.71142578125,667.9361572265625,2.6227190494537354
6801,nmdfbfml-1,immune,827.9324951171875,728.9598999023438,0.0
6802,nmdgnnba-1,fibroblast,829.7167358398438,714.4891357421875,2.6251115798950195
6804,nmehpkgb-1,fibroblast,855.4463500976562,724.1011962890625,0.9476690292358398
6806,nmfbbmif-1,fibroblast,865.3399047851562,718.6422119140625,3.750277042388916
6807,nmfijlke-1,fibroblast,841.03515625,728.6661376953125,1.1474864482879639
6809,nmfnhbbj-1,immune,848.03564453125,735.1305541992188,1.0242209434509277
6811,nmgdmmag-1,fibroblast,846.9163208007812,720.3468017578125,2.239130973815918
6812,nmggijkd-1,fibroblast,809.625,681.2742919921875,1.0542445182800293
6814,nmhlaomb-1,fibroblast,813.3950805664062,687.953369140625,0.595466136932373
6815,nmifggld-1,fibroblast,804.0610961914062,684.099365234375,3.0452476739883423
6816,nmjfjbnl-1,fibroblast,816.1277465820312,702.225341796875,2.437368154525757
6817,nmjkaenc-1,fibroblast,801.2184448242188,727.2255249023438,2.9579241275787354
6818,nmjnhmim-1,fibroblast,819.2937622070312,723.2640380859375,2.6660690307617188
6819,nmkkdbij-1,fibroblast,808.4661254882812,720.06884765625,4.956353187561035
6820,nmkmdgdl-1,fibroblast,806.0864868164062,707.6348876953125,2.860415458679199
