bin_index,bin_label,n_cells,mean_dist_um,median_dist_um,S100A4_mean,S100A4_sem,S100A4_pct_detected,MMP2_mean,MMP2_sem,MMP2_pct_detected,MAP3K8_mean,MAP3K8_sem,MAP3K8_pct_detected,PIM1_mean,PIM1_sem,PIM1_pct_detected,CCND1_mean,CCND1_sem,CCND1_pct_detected,MKI67_mean,MKI67_sem,MKI67_pct_detected
0,0-25 um,1163,10.45,11.0,1.8461859226226807,0.07302219755600818,36.19948409286328,2.3850932121276855,0.07756983872098386,45.82975064488392,0.4786245822906494,0.04166604243217309,10.404127257093723,0.6379212737083435,0.04705483742934083,13.929492691315563,1.9881901741027832,0.07240463901156204,40.06878761822872,1.0494356155395508,0.05950075273597754,21.582115219260533
1,25-50 um,635,36.59,36.34,0.20794202387332916,0.03833596777599892,4.566929133858268,0.6237451434135437,0.060869238920498114,14.488188976377952,0.19375790655612946,0.035087116656594475,4.724409448818897,0.4726039171218872,0.052589642280868217,11.496062992125983,3.9766252040863037,0.08772183045642322,77.63779527559055,2.8638086318969727,0.09972398212680392,57.95275590551181
2,50-75 um,426,61.75,61.09,0.07552074640989304,0.02895274817522253,1.643192488262911,0.5965468287467957,0.0730605696650943,13.849765258215962,0.09108898788690567,0.028562018576839994,2.3474178403755865,0.35874590277671814,0.055288303147854316,9.15492957746479,4.02554988861084,0.10142327430174786,80.04694835680752,2.5758562088012695,0.12133674051980846,52.58215962441315
3,75-100 um,264,87.46,87.57,0.1802961230278015,0.05388074473084927,4.166666666666666,0.37119680643081665,0.0731028730013731,9.090909090909092,0.10855545848608017,0.040957683900224945,2.6515151515151514,0.41211533546447754,0.07772721484881344,9.848484848484848,4.269233703613281,0.11936896960059867,84.0909090909091,2.5958402156829834,0.1534524303704721,53.40909090909091
4,100-150 um,343,121.36,118.89,0.04841306805610657,0.024150247540561116,1.1661807580174928,0.46022576093673706,0.07008411732048211,11.370262390670554,0.14251737296581268,0.04109021052048666,3.498542274052478,0.3593948483467102,0.06338750045978905,8.746355685131196,4.114091396331787,0.11284768873328428,80.75801749271136,2.6148784160614014,0.13419815991065487,53.93586005830904
5,150-200 um,101,164.45,161.12,0.08707831799983978,0.06141055370044842,1.9801980198019802,0.36545026302337646,0.11787246096879184,8.91089108910891,0.12776288390159607,0.07423942313105002,2.9702970297029703,0.5706755518913269,0.14391034575971123,13.861386138613863,4.023305892944336,0.20678664622716866,80.19801980198021,3.406348466873169,0.24334558679605428,67.32673267326733
6,200-300 um,5,209.34,205.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.24202823638916,1.1036925235955517,80.0,1.8936198949813843,1.1824185893896821,40.0
